id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
619,Kumuda,9124387324,"Shree Ganadhiraj Royal Enclave, Balewadi, , Pune, Maharashtra",IndustrialBuildings,12090000,2/18/2026,"Hallmark Avenue, Shinde Vasti, , Pune, Maharashtra",1650,
620,Kunda,9124389152,"Oshins Paradise, Sector-16 Chikhali, , Pune, Maharashtra",IndustrialBuildings,12090000,2/26/2026,"Dorabjee Enclave, Salunke Vihar, , Pune, Maharashtra",1650,
621,Kunjalata,9124389481,"Lunkad Valencia, Sainik Nagar, , Pune, Maharashtra",IndustrialBuildings,12090000,03-06-2026,"JK Hill park society, Dhayari Phata , , Pune, Maharashtra",1650,
622,Kuntala,9125426802,"Nigdi, , Pune, Maharashtra",IndustrialBuildings,12090000,3/14/2026,"Swapn Kunj, Gangarde Nagar, , Pune, Maharashtra",1650,
623,Kusha,9126945412,"Elite Homes Society, Wakad, , Pune, Maharashtra",IndustrialBuildings,12090000,3/22/2026,"Rainbow Revell Orchid, Lohegaon, , Pune, Maharashtra",1650,
624,Kusuma,9129440041,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",IndustrialBuildings,12090000,3/30/2026,"Kolte Patil Western Avenue, Wakad, , Pune, Maharashtra",1650,
625,kuthuhala,9124458368,"Rohan Madhuban 2, Paud Road, , Pune, Maharashtra",IndustrialBuildings,12090000,04-07-2026,"Marvel Arco, Hadapsar, , Pune, Maharashtra",1650,
626,Kwina,9192351004,"Maa Sai Dwarka, Yewalewadi, , Pune, Maharashtra",IndustrialBuildings,12090000,4/15/2026,"Simplicity, Autadwadi Handewadi, , Pune, Maharashtra",1650,
627,Kaamboothi,9194809008,"High Bliss Society, Chinchwad, Behind D Y Patil college, Akurdi, ne, Maharashtra",IndustrialBuildings,12090000,4/23/2026,"Chirag Grande View 7 Phase 1, Vishnupuram Colony, , Pune, Maharashtra",1650,
628,Kaarikai,9127641796,"Profile Avenue, Aundh Road, , Pune, Maharashtra",IndustrialBuildings,12090000,05-01-2026,"Daund, , Pune, Maharashtra",1650,
629,Kaarthigayani,9909453525,"Aishwaryam Hamara, Chikhali, , Pune, Maharashtra",IndustrialBuildings,12090000,05-09-2026,"Maharashtra Housing Board, Shastri Nagar, , Pune, Maharashtra",1650,
630,Kaartikka,9123781657,"Sai Balaji Greens, Manjari Budruk, , Pune, Maharashtra",IndustrialBuildings,12090000,5/17/2026,"Nestaway-70034, Mundhwa, , Pune, Maharashtra",1650,
631,Kaasini,9123781657,"Bramha Sun City Phase 2, Kalyani Nagar, , Pune, Maharashtra",IndustrialBuildings,12090000,5/25/2026,"ADI Horizons, Wakad, , Pune, Maharashtra",1650,
632,Kaavini,9123781657,"Shri Ram L Square, Kutwal Colony, , Pune, Maharashtra",IndustrialBuildings,12090000,06-02-2026,"on request, Keshav Nagar, , Pune, Maharashtra",1650,
633,Kaaviyaashree,9123781657,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",IndustrialBuildings,12090000,06-10-2026,"Guruganeshnagar Apartment, Kothrud, , Pune, Maharashtra",1650,
634,Adhiraian,9126591978,"Saarrthi Souvenir, Mahalunge, , Pune, Maharashtra",InstitutionalBuildings,12980000,9/23/2023,"Alok Recidency shivane, Shivane, , Pune, Maharashtra",1000,
635,Adhithyan,9121338886,"On Request, Bibwewadi Kondhwa Road, , Pune, Maharashtra",InstitutionalBuildings,210000000,7/29/2023,"Shilpa Apartment, Sasane Nagar, , Pune, Maharashtra",1000,
636,Adish,9126405050,"Anita Residency, Katraj Kondhwa Road, , Pune, Maharashtra",InstitutionalBuildings,220000000,9/16/2023,"Wanowrie, , Pune, Maharashtra",1000,
637,Adithyan,9122252622,"Swaraj Residency, Moshi, , Pune, Maharashtra",InstitutionalBuildings,120000000,12/30/2023,"Shree Laxmi Classic, Laxmi Vihar, , Pune, Maharashtra",1000,
638,Satheesh,9120966678,"Kumar Anusuya Enclave, Wanwadi, , Pune, Maharashtra",InstitutionalBuildings,7800000,10-05-2023,"Chakankar Mala, Baner, , Pune, Maharashtra",1000,
639,Sathya sundaram,9121054110,"Karve Nagar, , Pune, Maharashtra",InstitutionalBuildings,157000000,7/15/2023,"Duville Riverdale Heights, Kharadi, , Pune, Maharashtra",1000,
640,Sathyankan,9126218500,"Twin Arcs, Punawale, , Pune, Maharashtra",InstitutionalBuildings,20000000,9/16/2023,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",1000,
641,Sathyarajah,9122592594,"SKYi Star Towers, Bhukum, , Pune, Maharashtra",InstitutionalBuildings,70000000,9/16/2023,"Tingre Nagar, , Pune, Maharashtra",1600,
642,Piruthuvi,9121002919,"Pristine Classique, Wagholi, , Pune, Maharashtra",InstitutionalBuildings,337000000,8/19/2023,"Keshav Nagar, , Pune, Maharashtra",1600,
643,Piyush,9120705890,"Rohan Leher 3, Baner, , Pune, Maharashtra",InstitutionalBuildings,6700000,9/15/2023,"Kotibhaskar Pratibimba, Mayur Colony, , Pune, Maharashtra",1600,
644,Ponharinivas,9129407402,"Yashanjali Apartment, Bhosalenagr- Ashoknagar, , Pune, Maharashtra",InstitutionalBuildings,11000000,9/30/2023,"Riddhi Siddhi Apartment, Vaiduwadi, , Pune, Maharashtra",1600,
645,Ponmugan,9127870776,"Aashirwad niwas, Shitole Nagar, , Pune, Maharashtra",InstitutionalBuildings,12000000,6/24/2023,"Pebbles Urbania, Bavdhan, , Pune, Maharashtra",1600,
646,Geethanya,9122479410,"Manjari Budruk, , Pune, Maharashtra",InstitutionalBuildings,26000000,9/30/2023,"Shanthi Vihar Society, Bavdhan, , Pune, Maharashtra",1600,
647,Geethre,9121032081,"Xrbia City, Hinjewadi, , Pune, Maharashtra",InstitutionalBuildings,93000000,9/16/2023,"Life Montage Apartment, Sus , , Pune, Maharashtra",1600,
648,Genka,9125961804,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",InstitutionalBuildings,9800000,7/29/2023,"Gagan Utopia, Keshav Nagar, , Pune, Maharashtra",1600,
649,Ghajanaah,9129420679,"Barate Prestige, Warje Malwadi, , Pune, Maharashtra",InstitutionalBuildings,6300000,4/29/2023,"Gini Bellissimo, Dhanori, , Pune, Maharashtra",1600,
650,Ghivaani,9124610342,"Aishwarya Greens Society, Hadapsar, Near Fursungi Power House, , Pune, Maharashtra",InstitutionalBuildings,12500000,7/28/2024,"Kewalram Society, Guru Nanak Nagar, , Pune, Maharashtra",1600,
651,Girisai,9128681870,"Nyati Environ, Tingre Nagar, , Pune, Maharashtra",InstitutionalBuildings,11490000,3/31/2023,"Magarpatta City Zinnia, Magarpatta, , Pune, Maharashtra",1600,
652,Githika,9129332460,"Malhar Market Apartment, Hadapsar Gaon, , Pune, Maharashtra",InstitutionalBuildings,6890000,9/15/2023,"Arc Pukharaj, Keshav Nagar, , Pune, Maharashtra",1600,
653,Gnanasri,9120120948,"Sara Sanskruti, Kharabwadi, , Pune, Maharashtra",InstitutionalBuildings,11150000,10/14/2023,"Sai Vihar Residency, Pashan-Sus Road, , Pune, Maharashtra",1600,
654,Gobiha,9120125100,"Darshan Park Society, Rahatani, , Pune, Maharashtra",InstitutionalBuildings,28790000,12/31/2023,"Bhairav Nagar, Vishrantwadi, , Pune, Maharashtra",1600,
655,Gogila vani,9120045080,"Kolte Cheryl, Ashoka Nagar, , Pune, Maharashtra",InstitutionalBuildings,30000000,12/16/2023,"Ganga Orchid, Pingale Wasti, , Pune, Maharashtra",1600,
656,Gokulapreetha,9120065983,"Housr Phoenix, Balewadi, , Pune, Maharashtra",InstitutionalBuildings,9490000,3/23/2023,"Shri Jagdamba CHS, Wadgaon Sheri, , Pune, Maharashtra",1600,
657,Gomyasri,9911002285,"Pimple Gurav, , Pune, Maharashtra",InstitutionalBuildings,159720,6/24/2023,"Old Sangvi, , Pune, Maharashtra",1600,
658,Goshita,9120084081,"Panchshil Eon Waterfront, Eon Free Zone , , Pune, Maharashtra",InstitutionalBuildings,12350000,11/21/2023,"Aradhana, Nigdi, , Pune, Maharashtra",1600,
659,Govarthani,9900300052,"Gulmohar Notting Hill, Kondhwa Budruk, , Pune, Maharashtra",InstitutionalBuildings,958320,1/21/2023,"Konark Krish 2, Keshav Nagar, , Pune, Maharashtra",1600,
660,Gowmeya,9914505068,"Amanora Park Town, Hadapsar, , Pune, Maharashtra",InstitutionalBuildings,330680,7/25/2023,"Puranik Aldea Espanola, Mahalunge, , Pune, Maharashtra",1600,
661,Gowrangi,9129726080,"Prakriti Heights, Bhosari, , Pune, Maharashtra",InstitutionalBuildings,13290000,10/29/2023,"Ishwar River Residency, Moshi, , Pune, Maharashtra",1600,
662,Gowrisha,9910111136,"Pinnacle Cottage Close, Wadgaon Budruk, , Pune, Maharashtra",InstitutionalBuildings,1062600,12/17/2023,"Ashok Chakra, Meera Nagar, , Pune, Maharashtra",1600,
663,Gowryka,9921222024,"Alok Recidency shivane, Shivane, , Pune, Maharashtra",InstitutionalBuildings,421080,12/23/2023,"Venkateshwara Galaxy, Kondhwa, , Pune, Maharashtra",1600,
664,Gowsi,9923480048,"Shilpa Apartment, Sasane Nagar, , Pune, Maharashtra",InstitutionalBuildings,435600,9/24/2023,"Seed Ifotech, Wagholi, , Pune, Maharashtra",1600,
665,Gowthini,9129551153,"Wanowrie, , Pune, Maharashtra",InstitutionalBuildings,11950000,09-02-2023,"Rahi Sankalp, Tingre Nagar, , Pune, Maharashtra",1600,
666,Greshy,9129863738,"Shree Laxmi Classic, Laxmi Vihar, , Pune, Maharashtra",InstitutionalBuildings,11950000,09-10-2023,"Iris, Balewadi Phata, , Pune, Maharashtra",1600,
667,Gugananthini,9120468870,"Chakankar Mala, Baner, , Pune, Maharashtra",InstitutionalBuildings,8750000,9/18/2023,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1600,
668,Gunasri,9128146151,"Duville Riverdale Heights, Kharadi, , Pune, Maharashtra",InstitutionalBuildings,12090000,9/26/2023,"Sonigara Laurel, Kaspate Vasti, , Pune, Maharashtra",1600,
669,Gunjali,9128029083,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",InstitutionalBuildings,10790000,10-04-2023,"Chordia Mithras Park, Pimple Saudagar, , Pune, Maharashtra",1800,
670,Haaranya,9108515500,"Tingre Nagar, , Pune, Maharashtra",InstitutionalBuildings,1461361,10-12-2023,"Alcon Ganga Terrace, Mundhwa, , Pune, Maharashtra",1800,
671,Haimavathi,9109498884,"Keshav Nagar, , Pune, Maharashtra",InstitutionalBuildings,702324,10/20/2023,"Prathamesh Suman Shilp, Narhe, , Pune, Maharashtra",1800,
672,Hameeda,9108616263,"Kotibhaskar Pratibimba, Mayur Colony, , Pune, Maharashtra",InstitutionalBuildings,1962056,10/28/2023,"Goel Ganga Legend County, Bavdhan, , Pune, Maharashtra",1800,
673,Hamsadhvani,9107505657,"Riddhi Siddhi Apartment, Vaiduwadi, , Pune, Maharashtra",InstitutionalBuildings,702324,11-05-2023,"Pooja Sankul, Aundh, , Pune, Maharashtra",1800,
674,Hamshayini,9128106289,"Pebbles Urbania, Bavdhan, , Pune, Maharashtra",InstitutionalBuildings,9590000,11/13/2023,"Amba Vatika, NIBM, , Pune, Maharashtra",1800,
675,Hani,9104824746,"Shanthi Vihar Society, Bavdhan, , Pune, Maharashtra",InstitutionalBuildings,702324,11/21/2023,"Sai Ganga Pune, Undri, , Pune, Maharashtra",1800,
676,Jimsha,9108542122,"Life Montage Apartment, Sus , , Pune, Maharashtra",InstitutionalBuildings,702324,11/29/2023,"Lohia Vallonia, Bavdhan, , Pune, Maharashtra",1800,
677,Jinoji,9197482322,"Gagan Utopia, Keshav Nagar, , Pune, Maharashtra",InstitutionalBuildings,538560,12-07-2023,"Orient Park, Hadapsar, , Pune, Maharashtra",1800,
678,Jioshna,9100894041,"Gini Bellissimo, Dhanori, , Pune, Maharashtra",InstitutionalBuildings,702324,12/15/2023,"Shree Guru Datta, Narhe, , Pune, Maharashtra",1800,
679,Jisitha,9120170574,"Kewalram Society, Guru Nanak Nagar, , Pune, Maharashtra",InstitutionalBuildings,8750000,12/23/2023,"Clover Village, Wanowrie, , Pune, Maharashtra",1800,
680,Jivyaa,9128670805,"Magarpatta City Zinnia, Magarpatta, , Pune, Maharashtra",InstitutionalBuildings,10190000,12/31/2023,"Vadgaon Sheri, , Pune, Maharashtra",1800,
681,Johnsvi,9108660044,"Arc Pukharaj, Keshav Nagar, , Pune, Maharashtra",InstitutionalBuildings,1990000,01-08-2024,"Kohinoor Estate Society, Wakdewadi, , Pune, Maharashtra",1800,
682,Jopina,9108550010,"Sai Vihar Residency, Pashan-Sus Road, , Pune, Maharashtra",InstitutionalBuildings,1047420,1/16/2024,"Hill Shire, Wagholi, , Pune, Maharashtra",1800,
683,Joshni,9101665590,"Bhairav Nagar, Vishrantwadi, , Pune, Maharashtra",InstitutionalBuildings,914139,1/24/2024,"On Request, Karve Nagar, , Pune, Maharashtra",1800,
684,Jostnika,9120908960,"Ganga Orchid, Pingale Wasti, , Pune, Maharashtra",InstitutionalBuildings,9890000,02-01-2024,"Ushakal Apartment, Prajakta Bangla Chowk, , Pune, Maharashtra",1800,
685,Jothiruba,9124674349,"Shri Jagdamba CHS, Wadgaon Sheri, , Pune, Maharashtra",InstitutionalBuildings,16490000,02-09-2024,"Swamee Keys Woods, Wakadkar Wasti, , Pune, Maharashtra",1800,
686,Joufi,9129950330,"Old Sangvi, , Pune, Maharashtra",InstitutionalBuildings,13990000,2/17/2024,"Mango Woods, Pisoli, , Pune, Maharashtra",1800,
687,Juanita,9120089573,"Aradhana, Nigdi, , Pune, Maharashtra",InstitutionalBuildings,8850000,2/25/2024,"Kumar Shantiniketan, Pashan, , Pune, Maharashtra",1800,
688,Junitha,9126797769,"Konark Krish 2, Keshav Nagar, , Pune, Maharashtra",InstitutionalBuildings,15490000,03-04-2024,"elite classic, NIBM, , Pune, Maharashtra",1300,
689,Juthika,9128709840,"Puranik Aldea Espanola, Mahalunge, , Pune, Maharashtra",InstitutionalBuildings,11690000,03-12-2024,"karan Rhea society, Vadgaon Sheri, , Pune, Maharashtra",1300,
690,Juvintha,9127666947,"Ishwar River Residency, Moshi, , Pune, Maharashtra",InstitutionalBuildings,16990000,3/20/2024,"Kunal Arsh Heights, Kiwale, , Pune, Maharashtra",1300,
691,Kaalaratri,9106606777,"Ashok Chakra, Meera Nagar, , Pune, Maharashtra",InstitutionalBuildings,1538431,3/28/2024,"Amit Astonia Classic, Undri, , Pune, Maharashtra",1300,
692,Kaamini,9124860910,"Venkateshwara Galaxy, Kondhwa, , Pune, Maharashtra",InstitutionalBuildings,17290000,04-05-2024,"Bramha Exuberance, NIBM, , Pune, Maharashtra",1300,
693,Kaanapriya,9121000826,"Seed Ifotech, Wagholi, , Pune, Maharashtra",InstitutionalBuildings,785000000,4/13/2024,"Goel Ganga Skies, Vallabh Nagar, , Pune, Maharashtra",1300,
694,Kaarthika,9125906083,"Rahi Sankalp, Tingre Nagar, , Pune, Maharashtra",InstitutionalBuildings,15490000,4/21/2024,"Old Sangvi, Abhinav Nagar, Near Unique Class, , Pune, Maharashtra",1300,
695,Kaavanya,9128060849,"Iris, Balewadi Phata, , Pune, Maharashtra",InstitutionalBuildings,16790000,4/29/2024,"Wakad, , Pune, Maharashtra",1300,
696,Kaaya,9124597087,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",InstitutionalBuildings,12090000,05-07-2024,"Pragati Park Apartment, Hadapsar Gaon, , Pune, Maharashtra",1300,
697,Kadanmbari,9192499785,"Sonigara Laurel, Kaspate Vasti, , Pune, Maharashtra",InstitutionalBuildings,227600,5/15/2024,"Darshan CHS, Pimpri Chinchwad, , Pune, Maharashtra",1300,
698,Kahlima,9127960109,"Chordia Mithras Park, Pimple Saudagar, , Pune, Maharashtra",InstitutionalBuildings,11190000,5/23/2024,"Magarpatta City Daffodils, Magarpatta, , Pune, Maharashtra",1300,
699,Kaivya,9192078776,"Alcon Ganga Terrace, Mundhwa, , Pune, Maharashtra",InstitutionalBuildings,406922,5/31/2024,"Hari krusd, ramkhrishna mangal karyalay, , Pune, Maharashtra",1300,
700,Kajani,9192114798,"Prathamesh Suman Shilp, Narhe, , Pune, Maharashtra",InstitutionalBuildings,268982,06-08-2024,"Moshi, , Pune, Maharashtra",1300,
701,Kajri,9192245120,"Goel Ganga Legend County, Bavdhan, , Pune, Maharashtra",InstitutionalBuildings,255188,6/16/2024,"income society, Prabhat Road, , Pune, Maharashtra",1300,
702,Kalachelvi,9192347498,"Pooja Sankul, Aundh, , Pune, Maharashtra",InstitutionalBuildings,255188,6/24/2024,"V Square Residency, Sector No-27A Pradhikaran, , Pune, Maharashtra",1300,
703,Kalaikomahal,9192407782,"Amba Vatika, NIBM, , Pune, Maharashtra",InstitutionalBuildings,248292,07-02-2024,"Dhanlaxmi Park, Kothrud, , Pune, Maharashtra",1300,
704,Kalainila,9192997354,"Sai Ganga Pune, Undri, , Pune, Maharashtra",InstitutionalBuildings,200012,07-10-2024,"Lohegaon, , Pune, Maharashtra",1300,
705,Kalaipriya,9192045287,"Lohia Vallonia, Bavdhan, , Pune, Maharashtra",InstitutionalBuildings,255188,7/18/2024,"Hrishikesh Park Gate No.2, DP Road Hadapsar, , Pune, Maharashtra",1300,
706,Kalaivalli,9192079601,"Orient Park, Hadapsar, , Pune, Maharashtra",InstitutionalBuildings,406922,7/26/2024,"Air Castle, Hinjewadi Phase 1, , Pune, Maharashtra",1300,
707,Kalandhika,9192110398,"Shree Guru Datta, Narhe, , Pune, Maharashtra",InstitutionalBuildings,268982,08-03-2024,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1300,
708,Kali,9192248051,"Clover Village, Wanowrie, , Pune, Maharashtra",InstitutionalBuildings,241394,08-11-2024,"Ishwar River Residency, Moshi, , Pune, Maharashtra",1300,
709,Kalka,9192398235,"Vadgaon Sheri, , Pune, Maharashtra",InstitutionalBuildings,227600,8/19/2024,"DAMINI, Bhusari Colony, , Pune, Maharashtra",1300,
710,Kalpini,9192672554,"Kohinoor Estate Society, Wakdewadi, , Pune, Maharashtra",InstitutionalBuildings,213806,8/27/2024,"Kusumanand, Bhairav Nagar, , Pune, Maharashtra",1300,
711,Kama,9192062093,"Hill Shire, Wagholi, , Pune, Maharashtra",InstitutionalBuildings,1290000,09-04-2024,"Karia Konark Splendour, Balaji Uddyam Nagar, , Pune, Maharashtra",1300,
712,Kamala,9127647100,"On Request, Karve Nagar, , Pune, Maharashtra",InstitutionalBuildings,17990000,09-12-2024,"Atul Westernhills, Baner-Sus, , Pune, Maharashtra",1300,
713,Kamalkali,9127937392,"Ushakal Apartment, Prajakta Housing SctyChowk, , Pune, Maharashtra",InstitutionalBuildings,10990000,9/20/2024,"Wadgaon Sheri, , Pune, Maharashtra",1300,
714,Kamini,9129004701,"Swamee Keys Woods, Wakadkar Wasti, , Pune, Maharashtra",InstitutionalBuildings,15550000,9/28/2024,"Rama Melange, Phase-3 Hinjewadi , , Pune, Maharashtra",1300,
715,Kamsavarthini,9124368007,"Mango Woods, Pisoli, , Pune, Maharashtra",InstitutionalBuildings,24290000,10-06-2024,"Siddartha Nagar, , Pune, Maharashtra",1300,
716,Kanakadri,9127238138,"Kumar Shantiniketan, Pashan, , Pune, Maharashtra",InstitutionalBuildings,11390000,10/14/2024,"Grand Bay Apartment, Manjri, , Pune, Maharashtra",1300,
717,Kananbala,9124709029,"elite classic, NIBM, , Pune, Maharashtra",InstitutionalBuildings,19250000,10/22/2024,"G M Kenjale Emirus, Baner, , Pune, Maharashtra",1300,
718,Kandhara,9122176871,"karan Rhea society, Vadgaon Sheri, , Pune, Maharashtra",InstitutionalBuildings,26850000,10/30/2024,"balaji niwas, Dhanori, , Pune, Maharashtra",1300,
719,Kanija,9128060596,"Kunal Arsh Heights, Kiwale, , Pune, Maharashtra",InstitutionalBuildings,14490000,11-07-2024,"Suvarna Plaza Society, Power House, , Pune, Maharashtra",1300,
720,Kanisa,9122180764,"Amit Astonia Classic, Undri, , Pune, Maharashtra",InstitutionalBuildings,25990000,11/15/2024,"Shree Ganesh Residency, Lohegaon, , Pune, Maharashtra",1300,
721,Kaniyamuthu,9125305809,"Bramha Exuberance, NIBM, , Pune, Maharashtra",InstitutionalBuildings,21450000,11/23/2024,"Kate Puram, Pimple Gurav, , Pune, Maharashtra",1300,
722,Kanmani,9127791594,"Goel Ganga Skies, Vallabh Nagar, , Pune, Maharashtra",InstitutionalBuildings,9490000,12-01-2024,"Vithai Nagar, Dhayri, Vithai Nagar, , Pune, Maharashtra",1300,
723,Kannmathi,9106565251,"Old Sangvi, Abhinav Nagar, Near Unique Class, , Pune, Maharashtra",InstitutionalBuildings,869547,12-09-2024,"Ganraj Vedant Height, Kaspate Vasti, , Pune, Maharashtra",1300,
724,Kanti,9106558887,"Wakad, , Pune, Maharashtra",InstitutionalBuildings,1068000,12/17/2024,"Shree Nanda Classic, Kalewadi Phata, , Pune, Maharashtra",1300,
725,Kanya,9106554477,"Pragati Park Apartment, Hadapsar Gaon, , Pune, Maharashtra",InstitutionalBuildings,1890000,12/25/2024,"Ishwar River Residency, Moshi, , Pune, Maharashtra",1300,
726,Kapotakshi,9106550099,"Darshan CHS, Pimpri Chinchwad, , Pune, Maharashtra",InstitutionalBuildings,2790000,01-02-2025,"Nandan Prospera, Laxman Nagar, , Pune, Maharashtra",1300,
727,Kareena,9106550011,"Magarpatta City Daffodils, Magarpatta, , Pune, Maharashtra",InstitutionalBuildings,2790000,01-10-2025,"GK Roseland Residency, Pimple Saudagar, , Pune, Maharashtra",1300,
728,Karka,9106550033,"Hari krushna niwas , Krushnaraj colony,60 feeal karyalay, , Pune, Maharashtra",InstitutionalBuildings,2790000,1/18/2025,"Sai Kashish Park, Kalewadi, , Pune, Maharashtra",1300,
729,Kartheeswari,9129094352,"Moshi, , Pune, Maharashtra",InstitutionalBuildings,9490000,1/26/2025,"vishnu green, Moshi, , Pune, Maharashtra",1300,
730,Kartiki,9122167140,"income society, Prabhat Road, , Pune, Maharashtra",InstitutionalBuildings,28550000,02-03-2025,"Shashwattee Reflections, Wakad, , Pune, Maharashtra",1300,
731,karunah,9106557799,"V Square Residency, Sector No-27A Pradhikaran, , Pune, Maharashtra",InstitutionalBuildings,1990000,02-11-2025,"Tirupati Campus Phase 2, Tingre Nagar, , Pune, Maharashtra",1300,
732,Kasak,9106555758,"Dhanlaxmi Park, Kothrud, , Pune, Maharashtra",InstitutionalBuildings,1351020,2/19/2025,"Kalepadal, , Pune, Maharashtra",1300,
733,Kashti,9126433460,"Lohegaon, , Pune, Maharashtra",InstitutionalBuildings,13090000,2/27/2025,"pachpir chowk pimpri, Pimpri, , Pune, Maharashtra",1300,
734,Kasmitha,9128480021,"Hrishikesh Park Gate No.2, DP Road Hadapsar, , Pune, Maharashtra",InstitutionalBuildings,16590000,03-07-2025,"Sunshine Greens, Khadki, , Pune, Maharashtra",1300,
735,Katha,9129007056,"Air Castle, Hinjewadi Phase 1, , Pune, Maharashtra",InstitutionalBuildings,17490000,3/15/2025,"The Address, Wakad, , Pune, Maharashtra",1300,
736,Katyayani,9194808067,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",InstitutionalBuildings,744876,3/23/2025,"Puranik Aldea Espanola, Mahalunge, , Pune, Maharashtra",1300,
737,Kaushey,9193059007,"Ishwar River Residency, Moshi, , Pune, Maharashtra",InstitutionalBuildings,1147080,3/31/2025,"Siddhi Apartment, Katraj, , Pune, Maharashtra",1300,
738,kavayah,9191935191,"DAMINI, Bhusari Colony, , Pune, Maharashtra",InstitutionalBuildings,679800,04-08-2025,"Twin Arcs Phase 2, Punawale, , Pune, Maharashtra",1300,
739,Kavibarathi,9191944251,"Kusumanand, Bhairav Nagar, , Pune, Maharashtra",InstitutionalBuildings,343200,4/16/2025,"Rudraa Apartment, Manik Baug, , Pune, Maharashtra",1300,
740,Kavinaja,9191944297,"Karia Konark Splendour, Balaji Uddyam Nagar, , Pune, Maharashtra",InstitutionalBuildings,343200,4/24/2025,"Castle Royale, Kutwal Colony, , Pune, Maharashtra",1300,
741,Kavinthra,9100474443,"Atul Westernhills, Baner-Sus, , Pune, Maharashtra",InstitutionalBuildings,880693,05-02-2025,"Shubnkroti sahakari graha rachana mr Alandi, Near Dev krupa HP petrol pump, , Pune, Maharashtra",1300,
742,Kavishree,9123591338,"Wadgaon Sheri, , Pune, Maharashtra",InstitutionalBuildings,19650000,05-10-2025,"Lunkad Zodiac, Mhada Colony, , Pune, Maharashtra",1300,
743,Kavithani,9127675953,"Rama Melange, Phase-3 Hinjewadi , , Pune, Maharashtra",InstitutionalBuildings,12790000,5/18/2025,"Mahindra The Woods, Wakad, , Pune, Maharashtra",1300,
744,Kaviyana,9120569924,"Siddartha Nagar, , Pune, Maharashtra",InstitutionalBuildings,6790000,5/26/2025,"DSK Shree Chandralamba, Bibwewadi, , Pune, Maharashtra",1300,
745,Kavni,9192986003,"Grand Bay Apartment, Manjri, , Pune, Maharashtra",InstitutionalBuildings,778800,06-03-2025,"RKL Complex, Wadmukhwadi, , Pune, Maharashtra",1300,
746,Kavyasri,9194776877,"G M Kenjale Emirus, Baner, , Pune, Maharashtra",InstitutionalBuildings,514800,06-11-2025,"Aura County, Ubale Nagar, , Pune, Maharashtra",1300,
747,Keemaya,9195002680,"balaji niwas, Dhanori, , Pune, Maharashtra",InstitutionalBuildings,778800,6/19/2025,"Lake Paradise, Talegaon, , Pune, Maharashtra",1300,
748,Keeshmitha,9190065855,"Suvarna Plaza Society, Power House, , Pune, Maharashtra",InstitutionalBuildings,514800,6/27/2025,"Malhar Heights, Vitthalwadi, , Pune, Maharashtra",1300,
749,Kendra,9193801097,"Shree Ganesh Residency, Lohegaon, , Pune, Maharashtra",InstitutionalBuildings,448800,07-05-2025,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",1200,
750,Kerthi,9199272427,"Kate Puram, Pimple Gurav, , Pune, Maharashtra",InstitutionalBuildings,1174800,7/13/2025,"Ramprasad Chambers, Nana Peth, , Pune, Maharashtra",1200,
751,Keshavi,9120512759,"Vithai Nagar, Dhayri, Vithai Nagar, , Pune, Maharashtra",InstitutionalBuildings,8390000,7/21/2025,"shree krishna niwas, Gujarat Colony, , Pune, Maharashtra",1200,
752,Kethana,9129004387,"Ganraj Vedant Height, Kaspate Vasti, , Pune, Maharashtra",InstitutionalBuildings,13990000,7/29/2025,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1200,
753,Keyuri,9129097647,"Shree Nanda Classic, Kalewadi Phata, , Pune, Maharashtra",InstitutionalBuildings,10190000,08-06-2025,"Xrbia City, Hinjewadi, , Pune, Maharashtra",1200,
754,Khevna,9127265947,"Ishwar River Residency, Moshi, , Pune, Maharashtra",InstitutionalBuildings,9490000,8/14/2025,"Mahindra Antheia, Pimpri Chinchwad, , Pune, Maharashtra",1650,
755,Khushali,9123497325,"Nandan Prospera, Laxman Nagar, , Pune, Maharashtra",InstitutionalBuildings,15490000,8/22/2025,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",1650,
756,Khusi,9193959002,"GK Roseland Residency, Pimple Saudagar, , Pune, Maharashtra",InstitutionalBuildings,653400,8/30/2025,"AG Imperial Towers, NIBM, , Pune, Maharashtra",1650,
757,Killi,9129150839,"Sai Kashish Park, Kalewadi, , Pune, Maharashtra",InstitutionalBuildings,8190000,09-07-2025,"TCG The Crown Greens, Hinjewadi Phase 2, , Pune, Maharashtra",1650,
758,kinkini,9923300076,"vishnu green, Moshi, , Pune, Maharashtra",InstitutionalBuildings,448800,9/15/2025,"Mittal Sun Sapphire, Hadapsar, , Pune, Maharashtra",1650,
